P1,7512010.332,4692335.166,0.000,,0.000,1969-12-31,16:00:00,0.000
P2,7512010.516,4692333.980,0.000,,0.000,1969-12-31,16:00:00,0.000
P3,7512010.699,4692332.794,0.000,,0.000,1969-12-31,16:00:00,0.000
P4,7512010.039,4692331.792,0.000,,0.000,1969-12-31,16:00:00,0.000
P5,7512009.379,4692330.790,0.000,,0.000,1969-12-31,16:00:00,0.000
P6,7512008.720,4692329.787,0.000,,0.000,1969-12-31,16:00:00,0.000
P7,7512008.060,4692328.785,0.000,,0.000,1969-12-31,16:00:00,0.000
P8,7512007.400,4692327.783,0.000,,0.000,1969-12-31,16:00:00,0.000
P9,7512006.740,4692326.781,0.000,,0.000,1969-12-31,16:00:00,0.000
P10,7512006.080,4692325.778,0.000,,0.000,1969-12-31,16:00:00,0.000
P11,7512005.420,4692324.776,0.000,,0.000,1969-12-31,16:00:00,0.000
P12,7512004.760,4692323.774,0.000,,0.000,1969-12-31,16:00:00,0.000
P13,7512004.100,4692322.771,0.000,,0.000,1969-12-31,16:00:00,0.000
P14,7512003.440,4692321.769,0.000,,0.000,1969-12-31,16:00:00,0.000
P15,7512002.781,4692320.767,0.000,,0.000,1969-12-31,16:00:00,0.000
P16,7512001.461,4692318.762,0.000,,0.000,1969-12-31,16:00:00,0.000
P17,7512000.801,4692317.760,0.000,,0.000,1969-12-31,16:00:00,0.000
P18,7512000.141,4692316.758,0.000,,0.000,1969-12-31,16:00:00,0.000
P19,7511999.481,4692315.756,0.000,,0.000,1969-12-31,16:00:00,0.000
P20,7511998.821,4692314.753,0.000,,0.000,1969-12-31,16:00:00,0.000
P21,7511998.161,4692313.751,0.000,,0.000,1969-12-31,16:00:00,0.000
P22,7511997.501,4692312.749,0.000,,0.000,1969-12-31,16:00:00,0.000
P23,7511996.357,4692312.132,0.000,,0.000,1969-12-31,16:00:00,0.000
P24,7511995.213,4692311.515,0.000,,0.000,1969-12-31,16:00:00,0.000
TH1,7511963.942,4692333.519,0.000,,0.000,1969-12-31,16:00:00,0.000
TH2,7511976.341,4692318.082,0.000,,0.000,1969-12-31,16:00:00,0.000
TH3,7511979.093,4692320.292,0.000,,0.000,1969-12-31,16:00:00,0.000
TH4,7511982.972,4692321.761,0.000,,0.000,1969-12-31,16:00:00,0.000
TH5,7511986.973,4692320.665,0.000,,0.000,1969-12-31,16:00:00,0.000
TH6,7511996.700,4692314.260,0.000,,0.000,1969-12-31,16:00:00,0.000
TH7,7512009.128,4692333.136,0.000,,0.000,1969-12-31,16:00:00,0.000
TH8,7511984.035,4692349.657,610.050,,610.050,1969-12-31,16:00:00,0.000
1,7511964.959,4692332.413,0.000,,0.000,1969-12-31,16:00:00,0.000
2,7511984.041,4692347.738,0.000,,0.000,1969-12-31,16:00:00,0.000
3,7512008.082,4692331.910,0.000,,0.000,1969-12-31,16:00:00,0.000
4,7511996.588,4692314.454,0.000,,0.000,1969-12-31,16:00:00,0.000
5,7511987.028,4692320.748,0.000,,0.000,1969-12-31,16:00:00,0.000
6,7511982.968,4692321.861,0.000,,0.000,1969-12-31,16:00:00,0.000
7,7511979.030,4692320.370,0.000,,0.000,1969-12-31,16:00:00,0.000
8,7511976.356,4692318.223,0.000,,0.000,1969-12-31,16:00:00,0.000
TH9,7511974.776,4692320.031,0.000,,0.000,1969-12-31,16:00:00,0.000
TH10,7511984.226,4692327.621,611.350,,611.350,1969-12-31,16:00:00,0.000
TH11,7511999.067,4692317.853,0.000,,0.000,1969-12-31,16:00:00,0.000
PS1,7511948.206,4692424.877,620.925,,620.925,1969-12-31,16:00:00,0.000
PS2,7512119.778,4692389.818,622.796,,622.796,1969-12-31,16:00:00,0.000
PS3,7512087.032,4692422.069,622.830,,622.830,1969-12-31,16:00:00,0.000
PS4,7512139.974,4692370.287,622.630,,622.630,1969-12-31,16:00:00,0.000
PS5,7512153.456,4692363.494,622.452,,622.452,1969-12-31,16:00:00,0.000
RR-FS1,7511971.089,4692359.961,651.330,,651.330,2022-08-03,08:48:52,
BASKIA1,7511991.154,4692375.434,622.172,,622.172,2022-08-03,09:04:22,
BASKIA2,7512031.392,4692339.236,620.943,,620.943,2022-08-03,09:05:54,
BASKIA3,7512028.620,4692357.457,621.382,,621.382,2022-08-03,09:09:56,
BASKIA4,7512028.619,4692357.456,621.081,,621.081,2022-08-03,09:10:07,
TH-FS1,7512003.446,4692345.767,620.763,,620.763,2022-08-03,09:32:29,
OBO-FS1,7511999.136,4692349.437,620.735,,620.735,2022-08-11,14:54:58,
BASKIA11,7511925.629,4692322.607,617.027,,617.027,2022-08-11,14:59:54,
BASKIA12,7511935.815,4692329.893,618.396,,618.396,2022-08-11,15:04:43,
BASKIA13,7511935.815,4692329.894,618.096,,618.096,2022-08-11,15:05:12,
BASKIA14,7511947.907,4692339.963,618.066,,618.066,2022-08-11,15:06:59,
TH-FS2,7511998.968,4692349.402,620.642,,620.642,2022-08-24,08:41:53,
TH-FS3,7512005.402,4692344.581,620.769,,620.769,2022-08-30,10:56:57,
NIVEL-KO1,7511994.538,4692313.290,612.028,,612.028,2022-08-30,11:32:02,
NIVEL-KO2,7511992.877,4692311.810,619.097,,619.097,2022-08-30,11:36:12,
NIVEL-KO3,7512000.289,4692317.440,616.221,,616.221,2022-08-30,11:37:06,
NIVEL-KO4,7512008.491,4692330.339,616.935,,616.935,2022-08-30,11:43:10,
