1,4692332.789,7512010.685,618.338,Pt1-
2,4692332.79,7512010.683,618.333,Pt2-
3,4692333.984,7512010.505,618.329,Pt3-
4,4692335.188,7512010.423,618.242,Pt4-
5,4692318.644,7512001.562,617.36,Pt5-
6,4692317.863,7512000.839,617.259,Pt6-
7,4692324.76,7512005.432,618.247,Pt7-
8,4692325.743,7512006.154,618.323,Pt8-
9,4692326.832,7512006.829,618.303,Pt9-
10,4692327.758,7512007.408,618.308,Pt10-
11,4692316.812,7512000.141,617.432,Pt11-
12,4692312.629,7511997.455,617.327,Pt12-
13,4692312.142,7511996.342,617.356,Pt13-
14,4692311.623,7511995.272,617.288,Pt14-
15,4692320.683,7511983.907,617.918,4(1)-
16,4692318.993,7511983.766,617.973,15(1)-
17,4692320.696,7511983.911,617.448,4(2)-
18,4692319.184,7511979.964,617.566,3(1)-
19,4692316.605,7511981.313,617.35,3(2)-
20,4692317.311,7511977.643,617.22,3(2)0-
21,4692315.064,7511979.552,617.427,100-muri 
22,4692316.017,7511978.66,617.37,101-muri 
23,4692331.699,7511965.502,619.147,1(1)-
24,4692332.517,7511967.613,617.572,1(1)0-
25,4692334.329,7511966.944,617.65,102-
26,4692335.91,7511964.631,617.848,103-
27,4692336.48,7511964.056,617.849,104-
28,4692338.758,7511962.401,617.79,105-
29,4692340.978,7511966.554,618.175,106-
30,4692336.384,7511971.149,617.61,107-
31,4692335.037,7511974.176,618.81,108-
32,4692338.664,7511978.806,619.238,109-
33,4692340.669,7511982.982,619.6,110-
34,4692340.612,7511982.951,619.589,111-
35,4692345.302,7511982.942,619.942,112-
36,4692346.616,7511984.956,619.07,8(1)-
37,4692345.462,7511985.812,618.906,112-
38,4692340.566,7511991.155,618.46,113-
39,4692337.03,7511994.295,618.566,114-
40,4692333.022,7511996.72,618.474,115-
41,4692329.265,7511999.8,618.444,116-
42,4692327.197,7512002.544,618.473,117-
43,4692330.766,7512009.047,619.436,7(1)-
44,4692330.726,7512009.336,619.295,7(1)0-
45,4692326.818,7512005.563,618.535,118-
46,4692326.116,7512006.499,618.76,119-
47,4692323.377,7512007.149,618.623,120-
48,4692320.791,7512004.729,618.33,121-
49,4692320.685,7512004.513,617.61,122-
50,4692321.794,7512003.52,618.319,123-
51,4692323.339,7512002.353,618.566,124-
52,4692325.67,7511999.607,618.297,125-
53,4692326.819,7511998.396,618.428,126-
54,4692325.224,7511998.552,618.216,127-
55,4692323.628,7511997.596,617.975,128-
56,4692319.983,7511999.841,617.432,129-
57,4692318.932,7512000.85,617.396,130-
58,4692318.303,7512002.347,617.47,131-
59,4692319.578,7511987.945,617.887,5(1)-
60,4692318.472,7511989.302,618.012,132-
61,4692316.661,7511991.439,617.643,133-
62,4692315.976,7511988.857,617.264,134-
63,4692312.924,7511993.982,617.422,135-
64,4692317.812,7511991.833,617.759,136-
