1	7511979.068	4692294.725	0.000
2	7511978.755	4692295.115	0.000
3	7511978.560	4692294.958	0.000
4	7511978.873	4692294.568	0.000
5	7511974.211	4692290.824	0.000
6	7511974.054	4692291.019	0.000
7	7511973.586	4692290.643	0.000
8	7511973.743	4692290.448	0.000
9	7511969.845	4692287.317	0.000
10	7511969.688	4692287.512	0.000
11	7511969.220	4692287.136	0.000
12	7511969.377	4692286.941	0.000
13	7511965.580	4692283.892	0.000
14	7511965.423	4692284.087	0.000
15	7511964.955	4692283.711	0.000
16	7511965.112	4692283.516	0.000
17	7511964.410	4692282.953	0.000
18	7511963.942	4692282.577	0.000
19	7511963.786	4692282.772	0.000
20	7511964.254	4692283.148	0.000
21	7511960.718	4692286.592	0.000
22	7511960.342	4692287.060	0.000
23	7511960.537	4692287.217	0.000
24	7511960.912	4692286.749	0.000
25	7511961.524	4692288.143	0.000
26	7511963.347	4692285.874	0.000
27	7511963.658	4692286.124	0.000
28	7511961.836	4692288.393	0.000
29	7511965.160	4692290.802	0.000
30	7511965.411	4692290.490	0.000
31	7511966.635	4692291.473	0.000
32	7511966.385	4692291.785	0.000
33	7511969.438	4692295.968	0.000
34	7511970.533	4692294.604	0.000
35	7511970.845	4692294.854	0.000
36	7511969.749	4692296.219	0.000
37	7511974.944	4692299.221	0.000
38	7511975.256	4692299.471	0.000
39	7511972.783	4692302.551	0.000
40	7511972.471	4692302.300	0.000
41	7511968.589	4692299.261	0.000
42	7511968.902	4692298.871	0.000
43	7511967.810	4692297.995	0.000
44	7511967.497	4692298.384	0.000
45	7511963.599	4692295.253	0.000
46	7511963.912	4692294.864	0.000
47	7511962.820	4692293.987	0.000
48	7511962.507	4692294.377	0.000
49	7511958.943	4692292.155	0.000
50	7511959.820	4692291.064	0.000
51	7511959.430	4692290.751	0.000
52	7511958.553	4692291.842	0.000
53	7511958.158	4692290.178	0.000
54	7511957.963	4692290.022	0.000
55	7511957.587	4692290.490	0.000
56	7511957.782	4692290.646	0.000
57	7511955.928	4692292.556	0.000
58	7511955.552	4692293.023	0.000
59	7511955.747	4692293.180	0.000
60	7511956.123	4692292.712	0.000
61	7511956.800	4692294.025	0.000
62	7511957.175	4692293.558	0.000
63	7511957.799	4692294.059	0.000
64	7511957.423	4692294.526	0.000
65	7511960.909	4692297.325	0.000
66	7511961.284	4692296.858	0.000
67	7511961.908	4692297.359	0.000
68	7511961.532	4692297.826	0.000
69	7511965.431	4692300.957	0.000
70	7511965.806	4692300.490	0.000
71	7511966.430	4692300.990	0.000
72	7511966.054	4692301.458	0.000
73	7511969.673	4692304.108	0.000
74	7511969.923	4692303.796	0.000
75	7511971.054	4692304.704	0.000
76	7511970.803	4692305.016	0.000
77	7511973.891	4692308.996	0.000
78	7511973.734	4692309.191	0.000
79	7511973.266	4692308.815	0.000
80	7511973.423	4692308.620	0.000
81	7511970.187	4692306.342	0.000
82	7511970.343	4692306.147	0.000
83	7511969.876	4692305.771	0.000
84	7511969.719	4692305.966	0.000
85	7511955.141	4692293.937	0.000
86	7511955.297	4692293.742	0.000
87	7511954.829	4692293.366	0.000
88	7511954.673	4692293.561	0.000
89	7511948.425	4692293.674	0.000
90	7511948.230	4692293.517	0.000
91	7511947.854	4692293.985	0.000
92	7511948.049	4692294.141	0.000
93	7511947.478	4692294.453	0.000
94	7511947.103	4692294.920	0.000
95	7511947.298	4692295.077	0.000
96	7511947.673	4692294.609	0.000
97	7511951.898	4692298.771	0.000
98	7511952.148	4692298.460	0.000
99	7511954.097	4692300.025	0.000
100	7511953.847	4692300.337	0.000
101	7511956.201	4692302.228	0.000
102	7511956.515	4692301.838	0.000
103	7511957.606	4692302.715	0.000
104	7511957.293	4692303.105	0.000
105	7511961.370	4692306.379	0.000
106	7511961.620	4692306.067	0.000
107	7511965.753	4692309.386	0.000
108	7511965.502	4692309.698	0.000
109	7511966.906	4692310.826	0.000
110	7511967.157	4692310.514	0.000
111	7511967.469	4692310.764	0.000
112	7511967.218	4692311.076	0.000
113	7511974.149	4692312.987	0.000
114	7511974.344	4692313.144	0.000
115	7511973.968	4692313.611	0.000
116	7511973.773	4692313.455	0.000
117	7511972.935	4692314.898	0.000
118	7511972.740	4692314.741	0.000
119	7511972.364	4692315.209	0.000
120	7511972.559	4692315.366	0.000
121	7511976.051	4692318.363	0.000
122	7511975.895	4692318.558	0.000
123	7511975.427	4692318.182	0.000
124	7511975.584	4692317.987	0.000
125	7511972.736	4692315.700	0.000
126	7511972.579	4692315.895	0.000
127	7511972.111	4692315.519	0.000
128	7511972.268	4692315.324	0.000
129	7511965.252	4692310.010	0.000
130	7511965.409	4692309.815	0.000
131	7511961.277	4692306.497	0.000
132	7511961.120	4692306.692	0.000
133	7511957.199	4692303.222	0.000
134	7511956.886	4692303.612	0.000
135	7511955.794	4692302.735	0.000
136	7511956.108	4692302.345	0.000
137	7511953.753	4692300.454	0.000
138	7511953.502	4692300.766	0.000
139	7511951.163	4692298.887	0.000
140	7511951.414	4692298.575	0.000
141	7511947.204	4692295.194	0.000
142	7511947.009	4692295.037	0.000
143	7511946.633	4692295.505	0.000
144	7511946.828	4692295.662	0.000
145	7511942.966	4692294.163	0.000
146	7511942.809	4692294.358	0.000
147	7511943.277	4692294.733	0.000
148	7511943.433	4692294.539	0.000
149	7511945.694	4692296.675	0.000
150	7511946.070	4692296.207	0.000
151	7511946.264	4692296.363	0.000
152	7511945.889	4692296.831	0.000
153	7511949.567	4692300.875	0.000
154	7511949.254	4692301.265	0.000
155	7511950.345	4692302.142	0.000
156	7511950.658	4692301.752	0.000
157	7511959.242	4692309.031	0.000
158	7511959.085	4692309.226	0.000
159	7511958.138	4692310.645	0.000
160	7511957.981	4692310.840	0.000
161	7511956.979	4692312.087	0.000
162	7511956.823	4692312.282	0.000
163	7511959.473	4692314.411	0.000
164	7511959.630	4692314.216	0.000
165	7511959.435	4692314.060	0.000
166	7511960.437	4692312.812	0.000
167	7511960.593	4692312.617	0.000
168	7511961.658	4692311.292	0.000
169	7511961.853	4692311.448	0.000
170	7511963.217	4692312.544	0.000
171	7511963.374	4692312.349	0.000
