169	7513075.710	4692010.149		
170	7513075.332	4692010.281		
171	7513075.629	4692011.130		
172	7513076.006	4692010.999		
173	7513076.973	4692013.765		
174	7513076.737	4692013.848		
175	7513077.397	4692015.736		
176	7513077.633	4692015.653		
177	7513078.925	4692019.351		
178	7513074.818	4692020.786		
179	7513074.901	4692021.022		
180	7513079.007	4692019.587		
181	7513079.420	4692020.767		
182	7513079.184	4692020.850		
183	7513080.526	4692024.692		
184	7513077.033	4692025.912		
185	7513077.116	4692026.148		
186	7513077.730	4692025.934		
187	7513077.862	4692026.311		
188	7513078.098	4692026.229		
189	7513077.966	4692025.851		
190	7513080.609	4692024.928		
191	7513081.202	4692026.627		
192	7513078.323	4692027.633		
193	7513078.505	4692028.152		
194	7513078.741	4692028.070		
195	7513078.609	4692027.692		
196	7513081.252	4692026.769		
197	7513081.846	4692028.468		
198	7513078.967	4692029.474		
199	7513079.049	4692029.710		
200	7513082.164	4692028.622		
201	7513082.659	4692030.037		
202	7513082.423	4692030.119		
203	7513082.884	4692031.441		
204	7513083.120	4692031.358		
205	7513084.513	4692035.345		
206	7513084.277	4692035.427		
207	7513084.805	4692036.938		
208	7513085.041	4692036.855		
209	7513086.262	4692040.348		
210	7513086.394	4692040.726		
211	7513086.016	4692040.858		
212	7513085.884	4692040.480		
213	7513083.453	4692041.330		
214	7513083.585	4692041.707		
215	7513083.207	4692041.839		
216	7513083.076	4692041.462		
217	7513081.926	4692037.944		
218	7513082.162	4692037.861		
219	7513081.634	4692036.351		
220	7513081.398	4692036.433		
221	7513080.005	4692032.447		
222	7513080.241	4692032.364		
223	7513079.779	4692031.043		
224	7513079.543	4692031.125		
225	7513076.443	4692024.222		
226	7513076.679	4692024.140		
227	7513075.927	4692021.988		
228	7513075.691	4692022.070		
229	7513073.526	4692017.088		
230	7513073.762	4692017.006		
231	7513073.103	4692015.118		
232	7513072.867	4692015.200		
233	7513071.900	4692012.433		
234	7513072.278	4692012.301		
235	7513071.981	4692011.452		
236	7513071.603	4692011.584		
237	7513066.633	4692013.321		
238	7513065.783	4692013.617		
239	7513065.915	4692013.995		
240	7513066.765	4692013.698		
241	7513068.589	4692018.390		
242	7513067.409	4692018.802		
243	7513067.541	4692019.180		
244	7513068.721	4692018.767		
245	7513070.508	4692023.881		
246	7513069.328	4692024.293		
247	7513069.460	4692024.671		
248	7513070.640	4692024.259		
249	7513071.850	4692027.723		
250	7513070.670	4692028.136		
251	7513070.802	4692028.513		
252	7513071.982	4692028.101		
253	7513073.346	4692033.291		
254	7513072.968	4692033.423		
255	7513073.430	4692034.744		
256	7513073.807	4692034.612		
257	7513075.398	4692039.165		
258	7513075.021	4692039.297		
259	7513075.350	4692040.241		
260	7513075.728	4692040.109		
261	7513076.949	4692043.602		
262	7513077.081	4692043.980		
263	7513076.703	4692044.112		
264	7513076.571	4692043.734		
265	7513070.302	4692045.925		
266	7513070.434	4692046.302		
267	7513070.056	4692046.434		
268	7513069.924	4692046.057		
269	7513068.704	4692042.564		
270	7513069.648	4692042.234		
271	7513069.516	4692041.856		
272	7513068.572	4692042.186		
273	7513066.618	4692036.595		
274	7513067.515	4692036.281		
275	7513067.383	4692035.904		
276	7513066.486	4692036.217		
277	7513064.507	4692030.554		
278	7513068.283	4692029.234		
279	7513068.201	4692028.998		
280	7513064.425	4692030.318		
281	7513066.237	4692025.797		
282	7513067.086	4692025.500		
283	7513066.954	4692025.123		
284	7513066.105	4692025.420		
285	7513064.400	4692020.542		
286	7513064.778	4692020.410		
287	7513064.481	4692019.560		
288	7513064.103	4692019.692		
289	7513062.691	4692015.651		
290	7513063.069	4692015.519		
291	7513062.772	4692014.669		
292	7513062.395	4692014.801		
293	7513067.447	4692029.262		
-2B-S1	7513101.070	4692002.418	611.969	
-2B-S2	7513062.650	4692014.192	612.003	
S5	7513117.966	4692032.222	619.085	
S6	7513064.290	4692053.575	619.553	
-2B-S3	7513098.508	4692008.673	612.008	
BASKIA1	7513064.274	4692053.549	619.544	
-2B-S10	7513074.458	4692029.288	613.204	
-2B-S11	7513100.448	4692014.349	613.202	
-2B-S12	7513085.463	4692031.803	613.199	
-1B-S1	7513097.834	4692009.649	616.327	
-1B-S2	7513081.921	4692017.318	616.354	
-1B-S3	7513092.185	4692031.241	616.348	
V1	7513077.325	4692038.965	616.382	
V2	7513073.176	4692024.292	616.382	
V3	7513016.191	4692119.478	652.096	
V4	7513070.522	4692015.997	616.510	
P-S1	7513097.594	4692008.946	619.519	
P-S2	7513087.961	4692030.953	619.531	
KINOS1	7513167.004	4692014.925	651.251	
P-S3	7513077.122	4692036.307	619.589	
P-S4	7513070.125	4692015.107	619.569	
K1-S1	7513086.832	4692030.524	623.383	
K1-S2	7513097.713	4692007.738	623.370	
S1000	7513077.127	4692039.635	623.402	
K1-S3	7513077.249	4692036.373	623.397	
K1-S4	7513068.983	4692015.343	623.413	
SHYLLA1	7513115.404	4692034.177	621.024	
BASKIA2	7513040.004	4692086.199	619.941	
TERASE1	7513079.718	4691997.681	632.784	
PL1	7513087.801	4692029.454	626.250	
A1	7513103.653	4692024.896	0.000	
A2	7513103.889	4692024.813	0.000	
A3	7513103.717	4692024.323	0.000	
A4	7513103.481	4692024.405	0.000	
A5	7513099.467	4692020.859	0.000	
A6	7513099.958	4692020.687	0.000	
A7	7513099.876	4692020.451	0.000	
A8	7513099.385	4692020.623	0.000	
A9	7513099.327	4692019.638	0.000	
A10	7513099.563	4692019.555	0.000	
A11	7513099.259	4692018.687	0.000	
A12	7513099.023	4692018.769	0.000	
A13	7513096.720	4692018.302	0.000	
A14	7513096.956	4692018.219	0.000	
A15	7513096.784	4692017.728	0.000	
A16	7513096.548	4692017.811	0.000	
A17	7513095.952	4692016.104	0.000	
A18	7513096.188	4692016.021	0.000	
A19	7513096.056	4692015.644	0.000	
A20	7513095.820	4692015.726	0.000	
A21	7513094.917	4692013.145	0.000	
A22	7513095.153	4692013.062	0.000	
A23	7513094.982	4692012.571	0.000	
A24	7513094.746	4692012.654	0.000	
A25	7513093.320	4692008.819	0.000	
A26	7513093.238	4692008.583	0.000	
A27	7513092.860	4692008.715	0.000	
A28	7513092.943	4692008.951	0.000	
A29	7513092.486	4692009.110	0.000	
A30	7513092.404	4692008.874	0.000	
A31	7513091.913	4692009.046	0.000	
A32	7513091.995	4692009.282	0.000	
A33	7513095.287	4692021.934	0.000	
A34	7513095.523	4692021.852	0.000	
A35	7513095.694	4692022.343	0.000	
A36	7513095.458	4692022.425	0.000	
A37	7513094.503	4692026.807	0.000	
A38	7513094.740	4692026.724	0.000	
A39	7513094.911	4692027.215	0.000	
A40	7513094.675	4692027.298	0.000	
A41	7513094.937	4692028.049	0.000	
A42	7513095.173	4692027.966	0.000	
A43	7513095.305	4692028.344	0.000	
A44	7513095.069	4692028.426	0.000	
A45	7513092.084	4692029.519	0.000	
A46	7513092.167	4692029.755	0.000	
A47	7513091.676	4692029.927	0.000	
A48	7513091.593	4692029.691	0.000	
A49	7513088.677	4692030.131	0.000	
A50	7513088.913	4692030.049	0.000	
A51	7513088.741	4692029.558	0.000	
A52	7513088.505	4692029.641	0.000	
A53	7513086.875	4692030.280	0.000	
A54	7513087.111	4692030.198	0.000	
A55	7513086.807	4692029.329	0.000	
A56	7513086.571	4692029.412	0.000	
A57	7513084.138	4692027.615	0.000	
A58	7513085.006	4692027.312	0.000	
A59	7513084.924	4692027.076	0.000	
A60	7513084.055	4692027.379	0.000	
A61	7513081.872	4692032.303	0.000	
A62	7513082.363	4692032.132	0.000	
A63	7513082.280	4692031.896	0.000	
A64	7513081.789	4692032.067	0.000	
A65	7513078.092	4692032.748	0.000	
A66	7513078.396	4692033.616	0.000	
A67	7513078.160	4692033.699	0.000	
A68	7513077.856	4692032.830	0.000	
A69	7513076.222	4692030.115	0.000	
A70	7513076.304	4692030.351	0.000	
A71	7513075.926	4692030.483	0.000	
A72	7513075.844	4692030.247	0.000	
A73	7513074.442	4692030.737	0.000	
A74	7513074.524	4692030.973	0.000	
A75	7513074.033	4692031.144	0.000	
A76	7513073.951	4692030.908	0.000	
A77	7513070.033	4692036.663	0.000	
A78	7513069.797	4692036.746	0.000	
A79	7513069.626	4692036.255	0.000	
A80	7513069.862	4692036.172	0.000	
A81	7513071.131	4692030.741	0.000	
A82	7513070.640	4692030.913	0.000	
A83	7513070.557	4692030.677	0.000	
A84	7513071.048	4692030.505	0.000	
A85	7513070.486	4692029.715	0.000	
A86	7513070.250	4692029.797	0.000	
A87	7513069.947	4692028.929	0.000	
A88	7513070.183	4692028.847	0.000	
A89	7513070.312	4692019.148	0.000	
A90	7513070.076	4692019.230	0.000	
A91	7513069.904	4692018.740	0.000	
A92	7513070.140	4692018.657	0.000	
A93	7513073.202	4692020.403	0.000	
A94	7513072.966	4692020.486	0.000	
A95	7513072.795	4692019.995	0.000	
A96	7513073.031	4692019.912	0.000	
A97	7513075.330	4692018.626	0.000	
A98	7513075.247	4692018.390	0.000	
A99	7513075.738	4692018.219	0.000	
A100	7513075.821	4692018.455	0.000	
A101	7513076.617	4692019.877	0.000	
A102	7513076.699	4692020.113	0.000	
A103	7513077.190	4692019.942	0.000	
A104	7513077.108	4692019.706	0.000	
A105	7513077.615	4692017.828	0.000	
A106	7513077.533	4692017.592	0.000	
A107	7513077.155	4692017.724	0.000	
A108	7513077.238	4692017.960	0.000	
AKINOS1	7513167.004	4692014.925	651.251	
ABASKIA2	7513040.004	4692086.199	619.941	
ATERASE1	7513079.719	4691997.683	632.784	
PL2	7513067.679	4692044.606	626.128	
PL3	7513104.781	4692030.001	626.290	
PL4	7513096.931	4692007.502	626.268	
FS1	7513061.261	4692003.368	632.788	
FS2	7513081.068	4692022.457	626.318	
FS3	7513087.041	4692029.289	626.261	
ARMATURA2	7513034.605	4692094.442	620.124	
PL5	7513106.597	4692030.966	626.314	
PL6	7513063.728	4692015.317	626.097	
FS4	7513094.569	4692010.538	626.267	
FS5	7513094.577	4692010.529	626.270	
