SS,281,1.350,134.5800000000,-0.2822000000,29.240,KATI 5
SS,282,1.350,167.0749000000,-0.3103000000,27.640,KATI 5
SS,283,1.350,234.1526000000,-2.4616000000,5.210,KATI 5
RS,BASKIA5,0.400,348.1951000000,-20.1640000000,49.120,
RS,KOLBASKIA3,0.100,223.2926000000,-11.1636000000,88.510,
RS,KOL-BAS1,0.100,259.3722000000,-28.3832000000,33.560,
BKB,BASKIA5,0.400,348.2002602535,,,
RS,BASKIA5,0.100,142.1818000000,-25.5414000000,46.290,
RS,KOL-BAS1,0.100,46.3826000000,-31.4342000000,36.110,
RS,KOLBASKIA3,0.100,16.5635000000,-12.3730000000,92.480,
BKB,BASKIA5,0.100,142.1831535329,,,
SS,284,1.300,166.3918000000,-0.3502000000,22.150,KATI 6
SS,285,1.300,206.3037000000,-0.2639000000,28.320,KATI 6
SS,286,1.300,235.2248000000,-0.4103000000,19.140,KATI 6
SS,287,1.300,233.3239000000,-0.4100000000,17.810,KATI 6
SS,288,1.300,241.5755000000,-0.4435000000,16.900,KATI 6
SS,289,1.300,245.5405000000,-0.3705000000,18.830,KATI 6
SS,290,1.300,244.5014000000,-0.3802000000,19.070,KATI 6
SS,291,1.300,256.1020000000,-0.2423000000,29.190,KATI 6
SS,292,1.300,288.0705000000,-0.3033000000,28.130,KATI 6
SS,293,1.300,352.2658000000,-1.5811000000,6.170,KATI 6
RS,KOLBASKIA3,0.100,273.0941000000,-14.1216000000,94.350,
RS,KOL-BAS1,0.100,301.2559000000,-34.4437000000,38.470,
RS,BASKIA5,0.400,37.3732000000,-29.2041000000,46.640,
BKB,KOLBASKIA3,0.100,273.0926229219,,,
SS,297,0.100,62.1839000000,-4.0047000000,21.000,KATI 7
SS,298,0.100,104.1159000000,-3.0406000000,27.230,KATI 7
SS,299,0.100,134.5518000000,-4.2310000000,18.510,KATI 7
SS,300,0.100,133.2303000000,-4.4510000000,17.140,KATI 7
SS,301,1.300,142.2050000000,-0.5617000000,16.310,KATI 7
SS,302,1.300,145.5400000000,-0.4728000000,18.350,KATI 7
SS,303,1.300,144.4517000000,-0.4750000000,18.540,KATI 7
SS,304,1.300,155.0125000000,-0.2938000000,28.890,KATI 7
SS,305,1.300,186.5958000000,-0.3117000000,28.510,KATI 7
SS,306,1.300,250.3910000000,-1.5829000000,7.380,KATI 7
SS,307,0.000,250.3146000000,9.5258000000,24.450,KATI 9
SS,308,0.000,247.0726000000,10.0137000000,24.830,KATI 9
SS,309,0.000,196.5616000000,9.2701000000,57.340,KATI 9
SS,310,0.000,196.4330000000,6.0451000000,57.330,KATI 9
SS,K13,0.000,247.1513000000,32.5623000000,29.090,
SS,K12,0.000,250.3857000000,28.1229000000,27.290,
SS,K11,0.000,250.3801000000,22.3303000000,26.060,
SS,K10,0.000,250.3635000000,16.2556000000,25.090,
SS,K9,0.000,250.3146000000,9.5351000000,24.450,
SS,K8,0.000,247.0723000000,3.0459000000,24.510,
SS,K7,0.000,247.0945000000,-3.4714000000,24.510,
SS,K6,0.000,247.1106000000,-10.2837000000,24.890,
SS,K5,0.000,254.5926000000,-10.5422000000,39.210,
SS,K4,0.000,255.5337000000,-13.1350000000,45.120,
SS,K3,0.000,255.5123000000,-16.5517000000,45.490,
SS,K2,0.000,256.0753000000,-19.2913000000,48.400,
SS,311,0.000,256.1652000000,11.4823000000,47.430,KATI 9
