# JOB MOREA-KOLLOLLT-THEM-SHTY Jun-15-23 12:59 
.3D
.UNITS Meters DMS
.ORDER NE
.SEP -
# Total Station
.ORDER ATFROMTO
D KONTR-FS1-KOL-BAS2 44.8800 0.00317 1.4720/0.1000
V KONTR-FS1-KOL-BAS2 92.2327 13.6 1.4720/0.1000
M KONTR-FS1-KOL-BAS2-KOL-BAS1 217.5640 23.9400 86.1753 10.0 0.00316 19.9 1.4720/0.7000
M KONTR-FS1-KOL-BAS2-BASKIA5 305.0103 49.8100 90.1942 6.5 0.00317 13.0 1.4720/0.1000
B KONTR-FS1-KOL-BAS2 S19.061145E
M KONTR-FS1-KOL-BAS2-KONTR-P1 28.4216 36.7500 104.3117 7.5 0.00316 15.0 1.4720/0.1000
M KONTR-FS1-KOL-BAS2-KONTR-P2 58.5440 28.8100 110.5619 8.7 0.00316 17.5 1.4720/0.1000
M KONTR-FS1-KOL-BAS2-KONTR-P3 4.0123 12.5300 145.0610 17.2 0.00316 34.4 1.4720/0.1000
M KONTR-FS1-KOL-BAS2-KONTR-P4 329.4654 32.7300 108.1706 8.0 0.00316 16.1 1.4720/0.1000
M KONTR-FS1-KOL-BAS2-KONTR-P5 359.1300 40.8600 103.1141 7.1 0.00316 14.2 1.4720/0.1000
C BASKIA5 4692339.3940 7512031.3990 620.8410 ! ! ! 
C KOL-BAS1 4692375.6570 7511991.2200 622.0690 ! ! ! 
C KOL-BAS2 4692310.6740 7511998.1790 619.2510 ! ! ! 
D KONTR-FS2-KONTR-P5 19.2800 0.00316 1.5550/0.1000
V KONTR-FS2-KONTR-P5 90.0003 23.6 1.5550/0.1000
M KONTR-FS2-KONTR-P5-KONTR-P1 65.5457 16.5100 89.3620 13.5 0.00316 26.9 1.5550/0.1000
M KONTR-FS2-KONTR-P5-KONTR-P2 124.3103 20.3100 92.4400 11.3 0.00316 22.6 1.5550/0.1000
M KONTR-FS2-KONTR-P5-KONTR-P4 300.1230 20.5600 92.3742 11.2 0.00316 22.4 1.5550/0.1000
B KONTR-FS2-KONTR-P5 S32.555514E
D KONTR-FS3-KONTR-P5 19.2800 0.00316 1.5550/0.1000
V KONTR-FS3-KONTR-P5 90.0003 23.6 1.5550/0.1000
M KONTR-FS3-KONTR-P5-KONTR-P2 124.3103 20.3100 92.4400 11.3 0.00316 22.6 1.5550/0.1000
M KONTR-FS3-KONTR-P5-KONTR-P4 300.1230 20.5600 92.3742 11.2 0.00316 22.4 1.5550/0.1000
M KONTR-FS3-KONTR-P5-KONTR-P3 208.1006 14.4000 93.4622 15.2 0.00316 30.3 1.5550/0.1000
M KONTR-FS3-KONTR-P5-KONTR-P1 65.5439 16.5100 89.3624 13.5 0.00316 26.9 1.5550/0.1000
B KONTR-FS3-KONTR-P5 S32.554971E
D KONTR-FS4-KONTR-P1 27.2600 0.00316 1.5300/0.1000
V KONTR-FS4-KONTR-P1 90.4437 18.1 1.5300/0.1000
M KONTR-FS4-KONTR-P1-KONTR-P5 325.4920 34.8000 90.4609 7.8 0.00316 15.5 1.5300/0.1000
M KONTR-FS4-KONTR-P1-KONTR-P4 291.1518 31.0000 92.3626 8.3 0.00316 16.6 1.5300/0.1000
B KONTR-FS4-KONTR-P1 S2.223324W
D RRUG-FS1-KOL-BAS2 47.7500 0.00317 1.5400/0.1000
