429 7511951.6327 4692385.0867 0.0000 "210"
430 7511942.7244 4692396.2089 0.0000 "211"
431 7511943.4220 4692396.7676 0.0000 "212"
432 7511936.3434 4692411.2514 0.0000 "213"
433 7511916.2183 4692401.4158 0.0000 "214"
434 7511925.2200 4692382.9969 0.0000 "215"
435 7511934.5226 4692371.3824 0.0000 "216"
436 7511950.4619 4692384.1489 0.0000 "217"
437 7511934.5226 4692371.3824 0.0000 "218"
438 7511941.5536 4692395.2712 0.0000 "219"
439 7511942.2221 4692395.8066 0.0000 "220"
440 7511935.6544 4692409.2451 0.0000 "221"
441 7511916.8769 4692400.0681 0.0000 "222"
442 7511916.0835 4692401.3499 0.0000 "223"
443 7511894.0268 4692390.5702 0.0000 "224"
444 7511903.6871 4692370.8037 0.0000 "225"
445 7511925.7439 4692381.5834 0.0000 "226"
446 7511893.8920 4692390.5043 0.0000 "227"
447 7511867.6126 4692377.6609 0.0000 "228"
448 7511877.2729 4692357.8944 0.0000 "229"
449 7511882.6636 4692360.5290 0.0000 "230"
450 7511884.6174 4692356.5313 0.0000 "231"
451 7511905.5061 4692366.7402 0.0000 "232"
452 7511916.7422 4692400.0022 0.0000 "233"
453 7511894.6854 4692389.2225 0.0000 "234"
454 7511903.0285 4692372.1514 0.0000 "235"
455 7511925.0853 4692382.9311 0.0000 "236"
456 7511894.5506 4692389.1567 0.0000 "237"
457 7511869.9333 4692377.1255 0.0000 "238"
458 7511873.6879 4692369.4431 0.0000 "239"
459 7511872.0259 4692368.6308 0.0000 "240"
460 7511876.6143 4692359.2421 0.0000 "241"
461 7511902.8937 4692372.0855 0.0000 "242"
462 7511882.0266 4692361.8323 0.0000 "243"
463 7511905.1469 4692366.5643 0.0000 "244"
464 7511917.5690 4692341.1469 0.0000 "245"
465 7511924.1165 4692344.3467 0.0000 "246"
466 7511924.6484 4692343.6844 0.0000 "247"
467 7511944.0158 4692359.2876 0.0000 "248"
468 7511943.5882 4692359.8232 0.0000 "249"
469 7511945.5433 4692361.3937 0.0000 "250"
470 7511936.3939 4692372.8169 0.0000 "251"
471 7511934.5150 4692371.3121 0.0000 "252"
472 7511925.1990 4692382.9310 0.0000 "253"
473 7511953.1937 4692386.3370 0.0000 "254"
474 7511945.5357 4692395.8982 0.0000 "255"
475 7511945.9218 4692396.2075 0.0000 "256"
476 7511937.2621 4692413.9265 0.0000 "257"
477 7511915.3401 4692403.2126 0.0000 "258"
478 7511915.2053 4692403.1467 0.0000 "259"
479 7511893.1486 4692392.3671 0.0000 "260"
480 7511893.0138 4692392.3012 0.0000 "261"
481 7511864.9375 4692378.5796 0.0000 "262"
482 7511870.2290 4692367.7526 0.0000 "263"
483 7511876.3542 4692355.2193 0.0000 "264"
484 7511881.7449 4692357.8539 0.0000 "265"
485 7511883.6985 4692353.8562 0.0000 "266"
486 7511904.2282 4692363.8892 0.0000 "267"
487 7511916.6503 4692338.4718 0.0000 "268"
488 7511924.9947 4692342.5498 0.0000 "269"
