8625	7511935.682	4692324.288
8626	7511924.648	4692315.435
8627	7511923.397	4692314.429
8628	7511922.178	4692313.502
8629	7511921.293	4692312.967
8630	7511920.134	4692312.398
8631	7511919.616	4692312.189
8632	7511918.965	4692311.985
8633	7511892.386	4692326.927
8634	7511865.807	4692341.869
8635	7511863.876	4692347.021
8636	7511864.33	4692349.682
8637	7511865.363	4692354.287
8638	7511865.611	4692355.392
8639	7511866.082	4692368.871
8640	7511869.461	4692368.275
8641	7511877.458	4692367.218
8642	7511887.703	4692365.8
8643	7511890.286	4692365.442
8644	7511890.881	4692364.849
8645	7511889.344	4692361.676
8646	7511891	4692360.9
8647	7511895.198	4692358.097
8648	7511899.376	4692354.42
8649	7511900.258	4692353.644
8650	7511912.211	4692343.575
8651	7511925.491	4692332.643
8652	7511893.466	4692365.435
8653	7511897.246	4692360.267
8654	7511907.287	4692351.18
8655	7511910.408	4692348.042
8656	7511868.089	4692380.675
8657	7511937.066	4692414.438
8658	7511937.581	4692414.509
8659	7511938.619	4692414.346
8660	7511942.993	4692405.116
8661	7511951.692	4692387.847
8662	7511952.79	4692386.36
8663	7511954.994	4692383.377
8664	7511958.422	4692378.737
8665	7511962.664	4692376.104
8666	7511969.659	4692368.194
8667	7511977.522	4692360.323
8668	7511977.965	4692359.554
8669	7511977.935	4692358.579
8670	7511977.366	4692357.776
8671	7511907.287	4692351.18
8672	7511887.703	4692365.8
8673	7511866.161	4692371.131
