7511874.792	4692362.971
7511873.387	4692365.846
7511872.026	4692368.631
7511872.61	4692368.916
7511872.79	4692369.004
7511873.688	4692369.443
7511872.48	4692371.914
7511869.933	4692377.126
7511894.551	4692389.157
7511902.894	4692372.086
7511887.53	4692364.577
7511884.027	4692362.865
7511876.614	4692359.242
7511916.877	4692400.068
7511935.654	4692409.245
7511942.937	4692394.344
7511944.476	4692392.423
7511944.086	4692392.11
7511950.462	4692384.149
7511936.023	4692372.584
7511926.99	4692383.862
7511925.22	4692382.997
7511894.685	4692389.223
7511916.742	4692400.002
7511925.085	4692382.931
7511903.029	4692372.151
7511888.233	4692363.14
7511884.734	4692361.429
7511874.523	4692362.839
7511873.117	4692365.714
7511871.582	4692371.475
7511934.523	4692371.382
7511936.343	4692411.251
7511943.647	4692396.307
7511943.037	4692395.819
7511951.633	4692385.087
7511916.218	4692401.416
7511894.027	4692390.57
7511916.084	4692401.35
7511925.744	4692381.583
7511903.687	4692370.804
7511868.376	4692378.034
7511893.892	4692390.504
7511905.506	4692366.74
7511886.122	4692357.267
7511882.821	4692360.606
7511877.273	4692357.894
7511871.403	4692371.387
