7511930.168	4692405.896
7511929.449	4692405.545
7511929.186	4692406.084
7511926.187	4692398.385
7511926.45	4692397.846
7511925.731	4692397.495
7511925.468	4692398.034
7511923.728	4692403.416
7511923.991	4692402.877
7511923.272	4692402.526
7511923.009	4692403.065
7511936.48	4692391.208
7511936.23	4692391.52
7511937.518	4692392.551
7511937.768	4692392.239
7511940.856	4692394.713
7511940.606	4692395.025
7511941.972	4692396.119
7511942.222	4692395.807
7511943.649	4692391.376
7511943.274	4692391.844
7511943.898	4692392.344
7511944.273	4692391.876
7511930.809	4692381.092
7511930.434	4692381.561
7511931.059	4692382.061
7511931.434	4692381.592
7511933.892	4692383.562
7511933.517	4692384.03
7511934.142	4692384.53
7511934.517	4692384.062
7511939.2	4692387.813
7511938.825	4692388.281
7511939.449	4692388.781
7511939.824	4692388.313
7511947.181	4692386.966
7511946.806	4692387.434
7511947.43	4692387.934
7511947.805	4692387.466
7511934.341	4692376.682
7511933.966	4692377.151
7511934.591	4692377.651
7511934.966	4692377.183
7511926.632	4692388.306
7511926.522	4692388.531
7511929.667	4692390.068
7511929.892	4692390.177
7511930.001	4692389.953
7511928.262	4692392.943
7511928.487	4692393.052
7511941.002	4692377.084
7511941.252	4692376.772
7511939.691	4692375.522
7511939.441	4692375.834
7511937.424	4692379.152
7511937.049	4692379.62
7511937.674	4692380.12
7511938.049	4692379.652
7511946.231	4692381.273
7511946.481	4692380.961
7511944.92	4692379.71
7511944.67	4692380.023
7511942.732	4692383.403
7511942.357	4692383.871
7511942.981	4692384.371
7511943.356	4692383.903
7511949.306	4692384.953
7511949.618	4692385.203
7511950.212	4692384.461
7511949.9	4692384.211
7511950.462	4692384.149
7511949.057	4692383.024
7511948.807	4692383.336
7511938.309	4692374.928
7511938.559	4692374.616
7511936.998	4692373.365
7511936.748	4692373.677
7511919.959	4692394.673
7511919.599	4692394.498
7511918.721	4692396.295
7511919.081	4692396.47
7511917.73	4692400.485
7511917.906	4692400.126
7511917.412	4692399.884
7511917.053	4692399.709
7511916.877	4692400.068
7511918.202	4692398.267
7511917.843	4692398.092
7511918.227	4692396.053
7511918.586	4692396.229
7511919.465	4692394.432
7511919.105	4692394.256
7511921.389	4692389.584
7511921.748	4692389.759
7511922.626	4692387.962
7511922.267	4692387.787
7511924.232	4692382.514
7511924.056	4692382.873
7511924.55	4692383.115
7511924.91	4692383.291
7511925.085	4692382.931
7511923.76	4692384.732
7511924.119	4692384.908
7511916.742	4692400.002
7511916.918	4692399.643
7511916.558	4692399.467
7511916.064	4692399.226
7511915.889	4692399.585
7511917.708	4692398.026
7511917.349	4692397.85
7511921.003	4692381.604
7511921.267	4692381.065
7511920.548	4692380.714
7511920.285	4692381.253
7511917.93	4692387.893
7511918.193	4692387.354
7511917.475	4692387.003
7511917.211	4692387.542
7511915.383	4692393.105
7511915.646	4692392.566
7511914.927	4692392.215
7511914.664	4692392.754
7511908.368	4692393.906
7511908.009	4692393.731
7511907.219	4692395.348
7511907.578	4692395.524
7511910.3	4692389.953
7511909.941	4692389.778
7511909.151	4692391.395
7511909.51	4692391.57
7511915.837	4692379.079
7511916.101	4692378.54
7511915.382	4692378.189
7511915.119	4692378.728
7511912.764	4692385.368
7511913.027	4692384.829
7511912.308	4692384.478
7511912.045	4692385.017
7511905.314	4692392.413
7511904.954	4692392.238
7511904.164	4692393.855
7511904.523	4692394.031
7511907.246	4692388.46
7511906.886	4692388.285
7511906.096	4692389.902
7511906.455	4692390.077
7511912.783	4692377.586
7511913.046	4692377.047
7511912.327	4692376.696
7511912.064	4692377.235
7511907.302	4692374.908
7511907.566	4692374.369
7511906.847	4692374.018
7511906.583	4692374.557
7511904.229	4692381.197
7511904.492	4692380.658
7511903.773	4692380.307
7511903.51	4692380.846
7511901.681	4692386.409
7511901.945	4692385.87
7511901.226	4692385.518
7511900.963	4692386.057
7511899.223	4692391.44
7511899.486	4692390.901
7511898.767	4692390.55
7511898.504	4692391.089
7511897.767	4692383.828
7511897.408	4692383.652
7511896.53	4692385.449
7511896.889	4692385.625
7511900.929	4692377.358
7511900.57	4692377.183
7511899.691	4692378.98
7511900.051	4692379.155
7511903.029	4692372.151
7511902.853	4692372.511
7511903.212	4692372.686
7511903.706	4692372.928
7511903.882	4692372.569
7511902.063	4692374.128
7511902.422	4692374.304
7511895.539	4692389.64
7511895.715	4692389.28
7511895.22	4692389.039
7511894.861	4692388.863
7511894.685	4692389.223
7511896.011	4692387.422
7511895.651	4692387.246
7511924.893	4692391.296
7511925.117	4692391.406
7511928.454	4692384.578
7511928.23	4692384.468
7511921.883	4692389.825
7511922.108	4692389.935
7511925.445	4692383.107
7511925.22	4692382.997
7511886.934	4692380.203
7511887.293	4692380.378
7511887.952	4692379.031
7511887.592	4692378.855
7511896.035	4692385.208
7511896.395	4692385.383
7511897.273	4692383.586
7511896.914	4692383.411
7511899.197	4692378.738
7511899.557	4692378.914
7511900.435	4692377.117
7511900.076	4692376.941
7511902.04	4692371.668
7511901.865	4692372.028
7511902.359	4692372.269
7511902.718	4692372.445
7511902.894	4692372.086
7511901.568	4692373.886
7511901.928	4692374.062
7511895.517	4692387.18
7511895.157	4692387.004
7511898.812	4692370.758
7511899.075	4692370.219
7511898.357	4692369.868
7511898.093	4692370.407
7511893.191	4692382.259
7511893.455	4692381.72
7511892.736	4692381.369
7511892.472	4692381.908
7511890.732	4692387.291
7511890.996	4692386.752
7511890.277	4692386.4
7511890.014	4692386.939
7511884.87	4692384.425
7511885.229	4692384.601
7511885.932	4692383.164
7511885.573	4692382.988
7511879.179	4692360.941
7511879.355	4692360.581
7511877.558	4692359.703
7511877.382	4692360.063
7511872.085	4692372.723
7511872.444	4692372.899
7511873.322	4692371.102
7511872.963	4692370.926
7511875.882	4692367.232
7511876.057	4692366.872
7511874.62	4692366.17
7511874.444	4692366.529
7511885.361	4692371.976
7511885.586	4692372.086
7511886.552	4692370.109
7511886.662	4692369.885
7511886.437	4692369.775
7511887.9	4692370.768
7511888.009	4692370.543
7511893.057	4692372.286
7511893.166	4692372.062
7511891.639	4692371.315
7511891.529	4692371.54
7511891.695	4692375.072
7511891.92	4692375.181
7511893.391	4692372.172
7511889.943	4692374.215
7511890.168	4692374.325
7511893.505	4692367.497
7511893.28	4692367.387
7511886.934	4692372.744
7511887.158	4692372.854
7511890.495	4692366.026
7511890.271	4692365.916
7511874.291	4692379.255
7511874.554	4692378.716
7511873.836	4692378.365
7511873.572	4692378.904
7511870.787	4692377.543
7511870.963	4692377.183
7511870.468	4692376.942
7511870.109	4692376.766
7511869.933	4692377.126
7511871.259	4692375.325
7511870.899	4692375.149
